,Exercise,Calories Burn,Actual Weight,Age,Duration,Heart Rate,BMI,Exercise Intensity,Gender_Male,Weather Conditions_Rainy,Weather Conditions_Sunny
338,Exercise 4,216.4842087,77.65955473,29,34,176,21.86450925,1,1,0,0
339,Exercise 10,288.0463141,71.58298537,57,60,115,25.44253104,10,0,0,1
340,Exercise 3,247.0820312,57.47826482,29,33,145,32.98381379,4,1,1,0
341,Exercise 3,136.3502737,62.58651766,24,38,117,24.603464,8,1,0,0
342,Exercise 8,450.0478028,74.32203924,24,41,175,31.63706131,4,0,1,0
343,Exercise 5,204.9536094,61.41064244,55,22,144,27.47585867,4,0,0,1
344,Exercise 7,184.6779309,52.44358948,26,34,139,28.32671343,5,0,0,0
345,Exercise 8,208.9533031,97.63294365,59,25,115,28.18492741,3,0,0,0
346,Exercise 3,187.1126847,65.53738059,23,37,148,23.11954572,2,1,1,0
347,Exercise 3,463.0966938,77.21661968,20,55,170,23.03472355,4,0,1,0
348,Exercise 9,298.5443919,57.36036849,42,24,115,19.13758509,7,1,0,0
349,Exercise 7,489.1441813,87.52639417,28,60,168,31.5147621,10,1,1,0
350,Exercise 1,115.8031822,95.35911638,48,59,106,21.92907831,3,0,0,1
351,Exercise 6,260.8174077,54.37169733,38,32,125,26.29046954,5,0,1,0
352,Exercise 2,410.8112718,87.83470688,55,59,147,29.70650978,10,1,0,0
353,Exercise 7,419.2784609,72.5148958,31,49,129,30.95600026,7,1,0,0
354,Exercise 2,113.1786548,69.97104814,30,45,133,19.39258381,3,1,0,1
355,Exercise 4,291.7262097,63.68606161,37,38,107,31.58904307,1,1,1,0
356,Exercise 7,254.0620735,84.34899752,59,45,160,22.30338819,10,1,0,1
357,Exercise 4,180.535173,85.63849178,33,53,114,20.31832517,8,0,0,1
358,Exercise 6,456.4332913,91.28217723,43,43,155,23.30957609,2,1,1,0
359,Exercise 7,469.0207909,71.54805326,32,52,153,32.97564179,10,1,0,1
360,Exercise 3,247.1174833,93.68090206,25,50,137,23.90398421,1,0,0,1
361,Exercise 5,147.2493424,50.72098733,47,34,131,30.00223557,6,1,1,0
362,Exercise 9,187.5142295,61.44955386,24,35,165,18.67705133,5,1,0,0
363,Exercise 10,168.3402704,94.30641492,21,26,144,32.5786749,4,0,1,0
364,Exercise 3,240.6076274,98.48234984,37,49,128,33.87590092,4,0,0,1
365,Exercise 7,296.3476865,63.9018863,26,27,147,32.67414535,3,1,0,0
366,Exercise 3,324.8394184,57.08611012,43,44,114,29.04596772,7,0,0,1
367,Exercise 1,349.9257365,96.93965084,36,58,136,28.9551125,4,0,0,1
368,Exercise 1,408.2691002,52.15180862,28,59,136,31.42627908,5,0,1,0
369,Exercise 3,468.2812717,57.01489026,38,60,136,23.86985935,1,0,0,1
370,Exercise 8,216.1510908,90.32786641,36,35,161,28.77170485,8,1,0,1
371,Exercise 8,287.3193103,84.94581369,42,21,158,33.07809833,4,1,1,0
372,Exercise 7,144.6462718,64.75995348,48,50,129,33.66334913,2,1,1,0
373,Exercise 7,234.385722,88.20981224,56,55,168,22.52023142,6,1,1,0
374,Exercise 7,134.2520968,98.68042824,21,55,118,22.48446556,5,0,0,1
375,Exercise 3,477.9962144,87.23160216,59,24,132,22.99754328,8,0,1,0
376,Exercise 6,288.9131064,86.45005595,38,34,141,26.40216848,3,0,0,1
377,Exercise 7,158.1282137,99.84345975,37,48,118,22.50830759,1,0,0,1
378,Exercise 1,235.9513724,86.7953898,42,56,145,28.97385066,4,0,0,0
379,Exercise 2,459.9240829,96.04531807,18,43,177,34.82835151,2,1,1,0
380,Exercise 1,118.7328617,55.46661161,25,20,126,20.49641424,5,1,1,0
381,Exercise 4,201.3066614,66.35769351,38,57,157,24.7127525,2,0,1,0
382,Exercise 3,369.0942459,76.97046693,58,44,171,33.72881085,6,1,0,1
383,Exercise 9,451.2216375,60.0829114,30,34,162,22.38683541,5,0,1,0
384,Exercise 10,426.8229159,98.95344842,57,23,120,25.35427391,4,1,1,0
385,Exercise 5,366.9700625,51.77966327,18,46,167,33.55067313,5,0,1,0
386,Exercise 3,316.071905,93.47101498,50,31,133,32.8818679,4,1,0,0
387,Exercise 7,274.9951649,54.10767485,30,55,134,23.96603628,2,0,0,1
388,Exercise 3,347.6299577,50.38570573,47,32,149,25.41240432,2,1,0,0
389,Exercise 2,387.15983,85.50386934,52,29,104,22.02125599,9,0,1,0
390,Exercise 4,280.2025657,72.77275738,25,27,174,30.24902305,10,1,0,0
391,Exercise 6,214.0563329,54.69312995,33,21,166,34.53053885,9,1,0,0
392,Exercise 3,285.3950804,78.50259025,18,32,112,27.50377598,3,1,1,0
393,Exercise 9,215.7590068,51.99318611,41,44,175,27.97145489,9,1,0,0
394,Exercise 4,207.7196189,77.94541112,35,31,162,19.85515341,10,0,0,0
395,Exercise 7,271.0046608,48.58804338,45,37,154,28.12016498,8,0,1,0
396,Exercise 1,253.0751371,69.23537423,18,56,106,25.0264355,10,0,0,1
397,Exercise 7,190.3247056,76.81115279,42,40,156,34.48911308,5,1,0,0
398,Exercise 8,492.430158,57.33110017,43,48,171,22.24187516,7,0,1,0
399,Exercise 1,192.0501081,64.38638292,34,26,158,34.50563981,1,0,1,0
400,Exercise 6,208.2925551,51.88197155,51,32,133,30.81712934,6,1,0,1
401,Exercise 7,477.6755303,84.7905715,41,35,104,22.16264101,7,1,1,0
402,Exercise 3,205.1652999,96.58482484,38,43,126,28.34554892,4,1,1,0
403,Exercise 4,170.0462889,74.32789715,52,52,118,22.11515706,8,0,1,0
404,Exercise 9,178.4252134,96.4963819,46,32,123,24.13492387,6,0,1,0
405,Exercise 4,252.2319844,74.36998967,37,24,126,21.22972967,7,1,0,1
406,Exercise 4,340.5840371,62.48204383,45,43,126,30.45304697,1,1,0,0
407,Exercise 1,127.425054,91.50314289,50,24,114,21.60465941,7,1,0,0
408,Exercise 6,107.3080578,99.58803582,29,21,112,31.12968457,10,1,1,0
409,Exercise 8,475.29051,62.28731363,40,44,101,34.24120371,6,1,1,0
410,Exercise 10,497.927929,69.98919176,35,53,144,21.68560908,4,0,0,1
411,Exercise 9,340.5581323,84.19338541,21,58,161,24.90406254,3,1,0,1
412,Exercise 4,456.4650424,61.2107751,32,55,173,20.06407304,9,0,0,0
413,Exercise 5,167.3702841,57.44383499,50,46,148,19.42318543,2,0,0,0
414,Exercise 10,454.4133889,88.74569802,43,20,104,20.94458329,4,0,1,0
415,Exercise 5,237.0676596,50.37034965,20,45,126,33.66218269,10,0,0,0
416,Exercise 9,393.6860283,68.52538578,38,23,111,26.52779665,2,0,0,1
417,Exercise 2,319.5863841,93.65156702,56,51,111,18.69603299,10,1,1,0
418,Exercise 4,120.4914923,83.11213438,32,50,133,29.60965936,7,0,0,0
419,Exercise 4,136.5715819,62.48291431,19,54,139,28.16366232,3,1,0,1
420,Exercise 6,158.8514844,53.45290274,58,48,115,31.38717024,1,1,0,1
421,Exercise 10,374.7373633,73.4235804,57,26,179,21.85159671,6,1,0,1
422,Exercise 4,322.9729779,88.51637447,51,60,111,33.2738094,5,1,0,0
423,Exercise 2,368.0326813,99.380252,59,27,151,23.64767141,1,1,0,0
424,Exercise 10,358.3466383,70.36141086,49,26,147,31.45953251,8,0,0,1
425,Exercise 4,160.9690713,80.18789306,18,54,144,32.55908847,6,0,0,1
426,Exercise 4,433.3784083,48.53275564,53,28,138,32.3289205,6,1,1,0
427,Exercise 4,416.4097674,77.63616703,20,31,119,22.14673854,4,1,0,0
428,Exercise 10,464.8525488,87.95259143,39,20,178,24.65789705,3,0,1,0
429,Exercise 8,455.2976662,82.66011092,20,30,171,23.71954549,8,0,0,1
430,Exercise 2,208.5658383,94.53015679,60,33,115,21.25913549,2,1,0,1
431,Exercise 8,406.3145746,81.29137195,55,56,107,29.26123386,2,1,1,0
432,Exercise 4,353.6219754,63.8397907,40,27,105,32.26876915,1,0,0,0
433,Exercise 9,387.8853538,60.70038569,26,40,110,30.80855537,1,1,1,0
434,Exercise 7,414.1461206,74.45428441,33,58,161,31.38089801,9,1,0,0
435,Exercise 6,188.3104409,77.63738752,35,35,130,23.76923545,3,1,0,1
436,Exercise 4,490.264163,88.0860307,45,59,150,19.91298988,6,1,0,1
437,Exercise 6,375.5726389,85.57966624,53,57,107,20.60638636,8,1,0,0
438,Exercise 9,317.5683017,69.90100388,30,35,165,28.82624577,1,0,1,0
439,Exercise 1,172.7404259,57.69120866,26,33,142,20.24297758,4,0,0,1
440,Exercise 2,424.5709976,97.13676905,37,31,116,30.50512057,7,0,0,0
441,Exercise 3,494.110048,93.73434085,40,23,126,18.69967061,7,0,1,0
442,Exercise 5,235.5968701,72.85848006,40,41,141,27.60522207,7,0,0,0
443,Exercise 8,464.249638,62.05626345,35,58,163,33.11129923,4,0,1,0
444,Exercise 6,151.9028056,76.54170053,56,29,143,27.55497745,2,0,0,1
445,Exercise 8,231.8466207,67.93233313,46,34,173,28.50002039,10,1,0,1
446,Exercise 6,211.5690332,74.78379577,19,20,113,28.63461603,7,0,0,0
447,Exercise 9,432.5814861,70.90804248,52,60,174,30.06443828,5,1,1,0
448,Exercise 1,185.6912255,91.55953764,26,39,108,24.90687825,9,0,0,0
449,Exercise 3,130.6716919,74.82810607,34,53,175,32.68915046,1,0,0,0
450,Exercise 9,405.7350129,55.20029219,37,34,121,33.96003305,5,1,0,0
451,Exercise 1,429.2259457,62.52092213,49,35,156,33.76834964,10,1,1,0
452,Exercise 2,457.7859377,59.50071749,60,20,152,27.78900819,3,1,0,1
453,Exercise 7,234.6971393,75.49812964,31,33,109,29.79524487,9,0,1,0
454,Exercise 4,325.583073,80.07794564,52,59,121,27.49563182,7,1,1,0
455,Exercise 6,485.9187709,70.55148345,53,56,123,24.84138033,7,0,0,0
456,Exercise 4,356.1919797,67.09731404,29,29,131,20.57043402,10,1,0,1
457,Exercise 8,205.3105086,61.70546074,25,34,170,32.20986738,6,1,0,1
458,Exercise 4,402.8856762,89.19636444,35,37,166,32.56545696,6,1,1,0
459,Exercise 8,117.4860917,94.19149736,58,59,139,32.88107776,7,1,0,0
460,Exercise 6,286.0712716,78.80074319,36,48,176,24.89631692,9,1,0,0
461,Exercise 1,356.008851,76.88315527,28,56,139,18.97547292,5,0,0,1
462,Exercise 4,443.5633539,67.77907437,28,33,140,32.45666921,9,1,1,0
463,Exercise 8,284.6317117,92.05053161,57,22,173,20.24783223,5,1,0,1
464,Exercise 2,230.8768453,95.13604625,54,31,112,31.28580408,7,0,0,1
465,Exercise 2,174.2992364,57.17940076,48,40,158,18.94616344,3,1,0,1
466,Exercise 3,267.3769996,65.80457841,55,29,108,27.99533169,5,1,0,1
467,Exercise 1,286.1914351,76.19877072,36,35,163,26.32556151,4,1,1,0
468,Exercise 5,234.0054001,78.68874734,38,35,172,31.84876288,4,0,0,1
469,Exercise 5,362.3959666,52.9856708,54,26,121,18.5073579,5,1,1,0
470,Exercise 5,239.320521,82.85396089,32,37,135,21.96848172,1,0,0,1
471,Exercise 9,210.2778187,94.78839529,22,49,161,27.06778613,7,1,1,0
472,Exercise 8,293.207588,61.96036712,27,56,161,34.74591277,8,1,1,0
473,Exercise 8,244.3192902,59.87344803,32,59,172,21.41510889,2,0,0,1
474,Exercise 1,403.7854978,90.11062593,36,32,125,23.5151407,10,1,0,0
475,Exercise 8,369.5554399,60.62896142,55,53,105,30.60633638,1,0,1,0
476,Exercise 1,393.9093282,46.01182596,19,54,118,26.95388329,7,0,1,0
477,Exercise 1,176.0152056,81.57185851,57,43,169,29.97871541,3,0,0,0
478,Exercise 5,365.064624,82.1621455,35,48,157,19.39602526,6,0,0,1
479,Exercise 1,237.0104572,84.24216616,43,58,129,23.5115786,5,0,1,0
480,Exercise 5,448.1459669,94.9942727,51,44,148,23.83007556,2,1,0,1
481,Exercise 3,421.7743341,79.27657729,42,31,129,30.5228411,7,1,1,0
482,Exercise 1,112.4696283,69.06057404,38,23,165,24.41600157,1,0,0,1
483,Exercise 6,497.4458291,102.3994684,47,20,129,28.66393937,4,0,1,0
484,Exercise 10,118.1249583,94.50599144,20,49,161,29.59468014,9,0,0,1
485,Exercise 3,389.2848722,56.48557929,27,39,100,19.44573733,4,1,0,0
486,Exercise 4,183.8333267,85.27946771,47,44,180,34.67216239,2,0,0,1
487,Exercise 5,460.3334213,93.36150376,57,22,110,33.11354844,2,1,0,1
488,Exercise 5,322.2219591,96.73177695,41,60,170,33.18319193,10,1,1,0
489,Exercise 5,324.0535777,82.89063802,43,40,164,20.29201348,8,0,1,0
490,Exercise 1,319.0717729,80.1532844,24,46,103,30.43215475,1,1,0,1
491,Exercise 7,272.1037386,50.83708547,50,52,100,33.09343493,10,1,0,0
492,Exercise 8,345.0829471,88.92841469,23,58,160,33.82521305,10,0,1,0
493,Exercise 9,340.6127521,50.61060835,42,33,134,26.73067945,3,1,0,1
494,Exercise 1,170.4308566,58.32967159,20,22,173,33.05920683,4,0,1,0
495,Exercise 5,257.008504,67.267426,30,38,156,34.22072786,1,0,0,1
496,Exercise 2,190.6263787,84.18330431,56,36,126,32.01706691,8,0,0,0
497,Exercise 8,187.0339816,100.2216347,36,33,140,31.6866112,3,0,0,0
498,Exercise 1,314.1332223,51.00308239,58,56,137,24.2652069,2,0,0,0
499,Exercise 4,468.1328403,80.54713811,38,24,139,25.41720088,4,1,0,0
500,Exercise 10,404.9578894,55.24933072,58,36,100,22.36818768,8,0,0,0
501,Exercise 5,418.8612354,66.74462861,20,52,113,23.65520498,8,0,0,1
502,Exercise 5,197.2051516,80.78375375,18,51,160,33.61275116,7,1,0,0
503,Exercise 8,278.726369,81.18764582,19,57,115,28.3355345,10,0,0,0
504,Exercise 8,127.7115905,86.66002042,54,23,163,26.51388403,1,0,1,0
505,Exercise 3,410.539158,88.56067214,29,57,171,25.79794485,5,1,0,1
506,Exercise 8,182.6056498,100.7805254,59,32,138,23.76426714,7,1,0,0
507,Exercise 3,131.3426149,99.23552721,51,30,172,27.6403941,8,0,0,1
508,Exercise 10,463.417436,53.59928224,56,37,134,26.33731411,8,0,0,1
509,Exercise 3,471.5948003,72.35174449,23,54,136,28.24448254,9,1,1,0
510,Exercise 4,257.1698498,81.9879958,58,39,178,29.68097663,8,1,1,0
511,Exercise 10,339.9604748,49.97882404,19,20,122,31.34453458,5,1,0,1
512,Exercise 9,244.0539757,68.15207725,59,28,178,32.59771716,1,1,1,0
513,Exercise 8,257.5737804,70.97033879,48,55,112,31.39387898,6,1,0,0
514,Exercise 7,273.2742054,87.72757221,29,38,110,32.89558236,2,0,0,1
515,Exercise 5,352.6037483,59.16763762,60,36,163,25.12404636,5,0,1,0
516,Exercise 9,173.2961994,87.02831491,33,40,128,23.93778216,7,0,1,0
517,Exercise 1,129.7115151,50.11442084,23,43,169,22.15022532,8,0,0,1
518,Exercise 8,127.3315282,67.49904233,41,26,173,22.65926728,10,1,0,0
519,Exercise 10,261.7598554,66.02616453,41,32,179,25.449714,9,1,1,0
520,Exercise 3,471.9837407,66.25734267,37,38,110,22.11113718,2,0,1,0
521,Exercise 10,459.6147362,94.70963061,40,47,176,21.99310836,7,0,0,0
522,Exercise 9,393.4636436,98.05311322,19,41,149,29.80488867,2,1,0,0
523,Exercise 5,101.9456791,59.82161483,59,25,169,33.42305528,7,1,0,1
524,Exercise 3,409.108234,48.42827548,19,56,125,19.26643117,8,1,0,0
525,Exercise 10,341.1224165,85.79607161,58,56,176,28.97555057,6,1,1,0
526,Exercise 2,378.2517597,97.94466485,56,41,116,25.63658453,6,0,0,0
527,Exercise 10,159.8061431,94.56582528,49,41,100,26.03087932,2,1,1,0
528,Exercise 10,129.2620494,66.57596745,57,38,101,26.5239871,4,1,0,1
529,Exercise 8,107.9959272,72.69554686,25,44,138,23.43823705,8,0,0,0
530,Exercise 5,496.0086544,82.46629141,52,56,131,34.23957776,7,0,1,0
531,Exercise 6,187.2563534,90.28865434,44,52,137,32.9590802,3,1,1,0
532,Exercise 10,368.3936582,52.85641986,20,36,106,22.45858356,8,1,1,0
533,Exercise 1,183.7913774,60.64784364,26,51,104,32.46193126,8,1,0,0
534,Exercise 1,306.0503365,71.62449689,52,54,136,31.04303979,7,0,0,1
535,Exercise 4,265.3289125,92.84790394,34,37,107,29.61682562,6,0,0,1
536,Exercise 9,431.6148496,57.80149477,25,21,118,32.46646657,3,0,0,0
537,Exercise 10,496.7950935,78.71210509,56,43,146,23.93206161,2,0,0,0
538,Exercise 10,436.2065549,89.10669233,27,33,118,22.71502243,8,1,0,0
539,Exercise 5,328.7430989,77.97534444,60,33,124,20.09019203,1,1,1,0
540,Exercise 9,104.5275351,60.99051768,42,47,106,30.56249882,10,1,0,0
541,Exercise 2,456.356002,93.57637788,23,56,123,33.2012949,8,1,0,0
542,Exercise 2,183.0805073,96.07842259,41,28,161,28.44850025,9,1,1,0
543,Exercise 7,259.7044384,93.21155731,51,60,148,29.05966143,6,0,0,0
544,Exercise 3,305.7963564,80.63024418,47,51,125,20.32827219,7,1,0,0
545,Exercise 9,475.6462773,60.43993037,50,42,140,29.43600406,3,0,1,0
546,Exercise 4,277.5152065,81.07957007,44,59,102,31.16997944,3,0,0,1
547,Exercise 8,233.3755865,63.23851868,59,56,161,32.04431307,8,1,0,1
548,Exercise 7,412.9835672,70.03536806,59,59,114,31.78903105,4,0,0,1
549,Exercise 7,261.7210024,59.17882143,51,24,119,29.72747559,4,1,1,0
550,Exercise 2,248.1474431,90.9953564,42,24,109,24.98332527,6,0,1,0
551,Exercise 4,160.1302124,67.40229799,21,56,179,21.32134972,1,1,1,0
552,Exercise 2,463.8339627,94.9246915,37,40,171,21.32228228,4,1,0,0
553,Exercise 2,138.6453662,59.68784883,45,53,175,34.13680301,1,1,0,1
554,Exercise 8,123.4365622,72.28899665,43,22,137,27.49186328,10,0,1,0
555,Exercise 10,218.6866969,92.53107666,26,31,171,25.22507797,9,1,1,0
556,Exercise 5,248.9448197,82.06509275,37,22,160,29.25586606,10,1,0,0
557,Exercise 9,271.5022227,93.20338184,26,45,118,28.96534582,5,1,0,0
558,Exercise 4,342.1363484,60.78265788,57,40,162,31.84889614,2,1,0,0
559,Exercise 10,390.6000338,64.83104357,58,47,112,27.05391565,4,0,1,0
560,Exercise 7,297.5506098,68.91322174,49,22,157,33.19295465,1,1,1,0
561,Exercise 4,301.09828,88.57452544,58,48,126,19.09314532,6,1,0,1
562,Exercise 4,273.8540031,78.65303628,49,33,178,21.57960853,2,1,0,0
563,Exercise 6,441.5993911,66.39177617,47,28,105,23.96816418,5,1,0,0
564,Exercise 6,249.9648609,51.08175774,24,30,114,27.21387286,1,0,0,0
565,Exercise 1,427.5970686,96.55437324,34,34,118,23.825378,8,0,0,0
566,Exercise 8,199.8486339,89.49429548,21,26,177,19.87165907,7,1,0,1
567,Exercise 8,208.2976469,82.9243293,60,54,101,22.50919131,10,1,0,1
568,Exercise 1,496.5307403,55.73707261,55,33,113,33.90195831,10,0,0,0
569,Exercise 9,173.1337536,54.60708398,52,30,101,18.76004455,6,0,1,0
570,Exercise 1,351.436715,75.29036616,32,59,147,29.72094994,1,0,1,0
571,Exercise 4,444.539486,94.47192841,49,47,141,26.41724702,9,1,0,0
572,Exercise 3,485.5292029,47.53686479,59,22,148,26.92160258,8,0,0,1
573,Exercise 4,229.3349966,69.02468347,41,38,147,28.42559737,1,0,0,1
574,Exercise 9,415.8832712,76.77279901,47,42,156,21.42444027,9,1,0,0
575,Exercise 8,307.8165088,50.60231002,41,23,139,25.24123047,3,0,0,0
576,Exercise 8,443.9359189,91.74121877,38,31,152,29.40020837,2,1,0,0
577,Exercise 10,291.7868938,64.71027401,45,41,135,25.39183359,6,0,0,0
578,Exercise 7,394.3712058,59.40174084,31,45,108,29.07602693,4,0,0,1
579,Exercise 1,270.9413785,74.58110061,22,57,117,31.18376012,7,1,0,1
580,Exercise 7,280.462558,59.65742298,24,54,163,32.26357281,9,1,1,0
581,Exercise 9,461.165023,75.14177505,51,38,133,23.07423898,4,1,0,1
582,Exercise 2,366.6164127,95.63439447,32,56,103,23.67799706,6,0,0,0
583,Exercise 1,258.5768409,58.11314437,31,21,123,28.68187496,3,0,0,1
584,Exercise 3,358.9394395,99.93382914,49,58,137,29.94743003,3,1,0,1
585,Exercise 8,338.9693345,76.76334112,33,56,123,24.20344732,2,1,1,0
586,Exercise 8,134.6387889,51.80567046,53,40,110,24.40163175,4,1,1,0
587,Exercise 3,418.9604363,58.30742847,52,49,122,30.85516667,6,0,0,0
588,Exercise 9,196.2587191,51.41301861,33,27,152,34.32560496,9,0,1,0
589,Exercise 7,156.5221355,49.16857796,39,55,139,30.32574042,7,0,1,0
590,Exercise 7,313.1700696,82.55854303,34,60,108,26.87459091,8,1,1,0
591,Exercise 2,485.1610645,63.80815805,35,58,174,28.45025381,1,1,0,1
592,Exercise 1,227.1652651,55.2505794,59,37,162,34.09751447,7,1,1,0
593,Exercise 1,413.1440996,59.23468497,20,47,125,22.84530899,6,0,1,0
594,Exercise 6,487.4544519,77.41609269,47,20,153,28.65811266,8,0,0,1
595,Exercise 5,197.7266191,97.93469801,35,37,176,23.36592666,10,0,0,1
596,Exercise 5,406.2170982,57.61978984,23,38,103,30.75447334,4,1,0,0
597,Exercise 2,396.2769424,60.81148796,19,58,115,31.52676839,9,0,0,1
598,Exercise 2,275.3862652,58.61658778,47,55,137,20.73061052,4,1,0,1
599,Exercise 5,194.0064618,59.8595706,25,22,169,24.31361876,9,1,0,0
600,Exercise 7,160.2910292,77.89938834,60,35,128,31.07434388,8,1,1,0
601,Exercise 6,406.7678732,83.16686811,53,46,166,24.48897045,3,0,0,0
602,Exercise 5,392.5873554,74.95869381,54,44,120,24.8002778,3,0,0,0
603,Exercise 2,479.347641,87.58059632,21,38,135,24.59769782,5,1,1,0
604,Exercise 5,348.1014776,103.1251866,44,56,161,31.85008339,1,0,1,0
605,Exercise 6,222.3616463,81.3495156,27,27,137,32.57814328,8,0,1,0
606,Exercise 3,155.2710119,67.59708022,27,38,163,28.82736894,3,1,0,0
607,Exercise 5,473.7248772,70.72356107,34,47,123,20.60079174,2,1,0,1
608,Exercise 6,457.6141243,73.37305165,48,58,146,30.03688392,7,0,0,0
609,Exercise 1,445.6552717,83.16252691,41,34,132,26.58757489,4,0,0,0
610,Exercise 5,242.3973997,76.11807478,45,42,141,23.34693033,6,0,0,0
611,Exercise 9,179.5913281,57.03715678,53,49,164,23.16953046,8,1,0,1
612,Exercise 1,208.1112056,63.46724398,29,31,144,34.97276023,2,1,0,0
613,Exercise 8,461.2211577,72.15697427,55,30,114,18.87226503,10,1,0,0
614,Exercise 7,388.0816449,60.45699878,41,33,169,21.02211253,4,0,0,1
615,Exercise 2,120.0435369,103.7238436,21,34,135,28.37680018,5,0,0,1
616,Exercise 3,467.3351155,70.96404584,59,28,116,18.79286478,9,1,0,0
617,Exercise 6,220.7655037,70.05263741,40,58,115,20.52099181,5,1,0,0
618,Exercise 8,456.3488269,90.46416921,33,45,134,18.70207884,1,0,0,0
619,Exercise 10,277.9297144,64.39466108,29,35,176,22.38000654,2,0,0,0
620,Exercise 6,136.1870591,69.35746447,24,41,165,27.32063719,3,1,0,1
621,Exercise 3,285.9950891,97.45869922,55,59,103,26.36185802,8,1,0,1
622,Exercise 5,337.9455217,82.92973765,52,47,116,25.44047458,5,0,1,0
623,Exercise 2,302.1526105,92.8157527,49,54,112,23.27000728,9,0,1,0
624,Exercise 3,176.6063354,61.43728631,50,34,157,26.75234097,4,0,1,0
625,Exercise 7,435.4859438,85.62956273,24,57,156,29.49077285,2,0,0,0
626,Exercise 5,275.7359378,100.4845428,34,20,166,24.93618775,4,0,1,0
627,Exercise 1,295.7742984,88.83333141,29,54,134,25.57566234,9,0,1,0
628,Exercise 2,488.2116763,74.3432301,58,43,141,31.43703046,5,0,0,0
629,Exercise 4,294.684948,83.37634502,27,27,117,30.42448159,4,1,0,1
630,Exercise 9,430.4799263,93.8914167,22,33,159,32.44479176,10,1,1,0
631,Exercise 4,417.2725346,52.99399844,59,54,134,32.25522548,10,1,0,0
632,Exercise 1,155.5391732,78.34907155,46,56,169,33.18506302,10,1,1,0
633,Exercise 8,357.0550679,68.65445943,35,26,176,26.23387658,10,1,1,0
634,Exercise 1,330.039779,65.14440439,46,55,108,19.55505774,9,1,0,0
635,Exercise 3,481.4752927,63.70336616,38,33,141,19.07881536,3,0,0,0
636,Exercise 3,165.4901266,54.69765656,42,48,128,20.4665765,9,1,1,0
637,Exercise 6,429.9462911,86.52017689,28,37,172,24.82121505,2,1,0,0
638,Exercise 9,149.6297614,51.87572112,44,57,103,27.80830381,5,1,0,0
639,Exercise 1,490.6705774,82.68141062,25,42,169,23.47191846,9,0,0,0
640,Exercise 2,343.1199338,92.63005671,58,30,104,27.32177516,8,0,0,0
641,Exercise 3,196.6262674,59.99614427,48,49,149,28.19720363,5,0,0,0
642,Exercise 7,386.4257478,57.70635026,43,51,152,25.33657102,9,1,0,1
643,Exercise 1,152.2425792,49.23964171,50,56,159,21.30093101,7,1,1,0
644,Exercise 5,368.3674191,75.85294182,59,36,180,19.16528853,2,0,1,0
645,Exercise 5,476.9980336,97.34699446,43,32,176,21.48724118,2,1,1,0
646,Exercise 4,209.3801683,69.68981808,21,39,148,34.30913696,9,0,1,0
647,Exercise 7,312.2388838,98.31631903,24,31,148,24.69221723,9,0,1,0
648,Exercise 8,367.6615904,68.74948287,46,28,157,32.86538205,4,1,1,0
649,Exercise 6,401.4889825,89.79024452,35,22,148,19.80265866,4,1,1,0
650,Exercise 1,346.4060753,93.85553383,40,53,148,32.18785006,10,1,1,0
651,Exercise 3,442.4770175,49.63693073,28,45,164,27.48136691,7,1,0,0
652,Exercise 2,216.8162508,54.49460447,53,56,133,27.50295765,7,0,1,0
653,Exercise 4,296.0790753,98.80521136,51,28,157,23.00127375,9,0,1,0
